ticker,catalyst_date,asset,indication
JNJ,2020-04-21,IMBRUVICA (ibrutinib) and RITUXAN (rituximab),Chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL).
ABBV,2020-04-21,IMBRUVICA (ibrutinib) and RITUXAN (rituximab),Chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL).
PFE,2020-04-17,TUKYSA (Tucatinib) and HERCEPTIN (Trastuzumab) and XELODA (capecitabine),HER2+ Metastatic Breast Cancer (MBC)
INCY,2020-04-17,PEMAZYRE (pemigatinib),Cholangiocarcinoma
URGN,2020-04-15,Jelmyto (MitoGel),Urothelial Carcinoma
MRK,2020-04-13,KOSELUGO (selumetinib),Neurofibromatosis type 1 plexiform neurofibromas
AZN,2020-04-13,KOSELUGO (selumetinib),Neurofibromatosis type 1 plexiform neurofibromas
PFE,2020-04-08,BRAFTOVI (Encorafenib),BRAF-Mutant Colorectal Cancer
MRK,2020-04-03,REBLOZYL (Luspatercept),Myelodysplastic syndromes (MDS) cancer
BMY,2020-04-03,REBLOZYL (Luspatercept),Myelodysplastic syndromes (MDS) cancer
LLY,2020-03-30,TALTZ (ixekizumab),Pediatric Patients with Moderate to Severe Plaque Psoriasis
AZN,2020-03-30,IMFINZI (Durvalumab) + tremelimumab (CASPIAN),Small cell lung cancer (SCLC)
RMTI,2020-03-27,IV Triferic,Anemia
IGXT,2020-03-27,RIZAPORT (RHB-103),Migraine
BMY,2020-03-25,ZEPOSIA (Ozanimod),Relapsing Multiple Sclerosis
LLY,2020-03-20,JARDIANCE (empagliflozin),Type 1 Diabetes
GILD,2020-03-19,EPCLUSA (sofosbuvir /velpatasvir),Hepatitis C
ETON,2020-03-18,ET-105 (Lamotrigine for Oral Suspension),"Lennox-Gastaut syndrome, epilepsy"
BMY,2020-03-11,OPDIVO (nivolumab) and YERVOY (ipilimumab),Previously Treated Hepatocellular Carcinoma
SNY,2020-03-02,Isatuximab,Refractory Multiple Myeloma
BHVN,2020-02-27,NURTEC ODT (rimegepant),Acute treatment of migraine
PFE,2020-02-27,NURTEC ODT (rimegepant),Acute treatment of migraine
EGRX,2020-02-26,Barhemsys (amisulpride),Postoperative nausea and vomiting (PONV)
PBYI,2020-02-26,NERLYNX (neratinib) - NALA,Third-line HER2-positive metastatic breast cancer
ESPR,2020-02-26,NEXLETOL (bempedoic acid) / Ezetimibe,Hypercholesterolemia
LLY,2020-02-21,TRULICITY (dulaglutide) - REWIND CV outcomes,Type 2 diabetes
ESPR,2020-02-21,NEXLETOL (bempedoic acid),Hypercholesterolemia
MRK,2020-01-27,DIFICID (fidaxomicin),Clostridium difficile infections (CDI)
LLY,2020-01-27,"TRIJARDY XR (Empagliflozin, linagliptin and metformin)",Type 2 Diabetes
EPZM,2020-01-23,TAZVERIK (Tazemetostat),Epithelioid Sarcoma
AMGN,2020-01-21,TEPEZZA (Teprotumumab),Thyroid Eye Disease (TED)
BPMC,2020-01-09,AYVAKIT (avapritinib),PDGFRA exon 18 mutant Gastrointestinal stromal tumors (GIST)
MRK,2020-01-08,KEYTRUDA (pembrolizumab),NMIBC Bladder cancer
,2019-12-26,Cefazolin for Injection USP,See CRL text
,2019-12-23,Ubrelvy,
,2019-12-20,TissueBlue,
,2019-12-20,Dayvigo,
,2019-12-20,Enhertu,
,2019-12-20,Caplyta,
,2019-12-20,Sesquient (fosphenytoin sodium) injection,See CRL text
,2019-12-19,Unknown,See CRL text
,2019-12-19,Prescribing Information (SRPI) - a checklist of important fo,See CRL text
,2019-12-18,Padcev,
,2019-12-17,MLNO0002 SC,See CRL text
,2019-12-12,Vyondys 53,
,2019-11-25,Oxbryta,
,2019-11-22,Naloxone hydrochloride injection,See CRL text
,2019-11-21,Xcopri,
,2019-11-20,Cyclophosphamide Injection,See CRL text
,2019-11-20,Givlaari,
,2019-11-15,Adakveo,
,2019-11-14,Brukinsa,
,2019-11-14,Fetroja,
,2019-11-08,Reblozyl,
,2019-11-07,ExEm Foam,
,2019-11-04,Romidepsin Injection solution,See CRL text
,2019-10-21,Trikafta,
,2019-10-18,XIPERE,See CRL text
,2019-10-11,Reyvow,
,2019-10-10,[drug marketed without a proprietary name],
,2019-10-08,Scenesse,
,2019-10-07,Beovu,
,2019-10-04,Aklief,
,2019-10-01,Cyclophosphamide Injection,See CRL text
,2019-09-30,"Breztri Aerosphere (budesonide, glycopyrrolate and",See CRL text
,2019-09-24,TX01,See CRL text
,2019-09-12,Ibsrela,
,2019-08-28,Unknown,See CRL text
,2019-08-27,Nourianz,
,2019-08-21,[drug marketed without a proprietary name],
,2019-08-19,Vyondys 53 (golodirsen) injection,See CRL text
,2019-08-19,Xenleta,
,2019-08-16,Rinvoq,
,2019-08-16,Inrebic,
,2019-08-15,Rozlytrek,
,2019-08-14,[drug marketed without a proprietary name],
,2019-08-14,Wakix,
,2019-08-14,Wakix (pitolisant) 4,See CRL text
,2019-08-07,Eysuvis (loteprednol etabonate ophthalmic suspension),See CRL text
,2019-08-06,"Mylan Laboratories Limited, India",See CRL text
,2019-08-02,Turalio,
,2019-07-30,Nubeqa,
,2019-07-25,Accrufer,
,2019-07-19,Unknown,See CRL text
,2019-07-18,"Ingenus Pharmaceuticals, LLC",See CRL text
,2019-07-16,Recarbrio,
,2019-07-03,Xpovio,
,2019-06-21,Vyleesi,
,2019-06-20,Unknown,See CRL text
,2019-06-19,Unknown,See CRL text
,2019-06-11,Theragrastim,See CRL text
,2019-06-10,Polivy,
,2019-06-06,Injection,See CRL text
,2019-05-24,Piqray,
,2019-05-03,Dr,See CRL text
,2019-05-03,Vyndaqel,
,2019-05-02,"Barhemsys (amisulpride) injection, for intravenous use",See CRL text
,2019-04-30,Unknown,See CRL text
,2019-04-23,Skyrizi,
,2019-04-12,Balversa,
,2019-04-09,Evenity,
,2019-04-01,Gimoti (metoclopramide nasal spray),See CRL text
,2019-03-29,Unknown,See CRL text
,2019-03-28,Avaclyr,See CRL text
,2019-03-28,Prescribing Information,See CRL text
,2019-03-27,Acetaminophen Injection in the PAB Container,See CRL text
,2019-03-26,Mayzent,
,2019-03-22,Sesquient (fosphenytoin sodium) injection,See CRL text
,2019-03-22,Meloxicam Injection,See CRL text
,2019-03-20,Sunosi,
,2019-03-19,Zulresso,
,2019-02-13,Egaten,
,2019-02-06,Cablivi,
,2019-02-01,Jeuveau,
,2019-01-29,Kynmobi (apomorphine) sublingual film 10 mg,See CRL text
,2019-01-23,Unknown,See CRL text
,2019-01-17,Unknown,See CRL text
,2019-01-15,Cyclophosphamide Solution,See CRL text
,2018-12-21,Ultomiris,
,2018-12-21,Elzonris,
,2018-12-21,BRIXADI (buprenorphine) extended-release injection for subcu,See CRL text
,2018-12-20,Asparlas,
,2018-12-14,Motegrity,
,2018-12-12,"Epinephrine Injection USP,",See CRL text
,2018-11-30,Unknown,See CRL text
,2018-11-28,Firdapse,
,2018-11-28,Xospata,
,2018-11-26,Vitrakvi,
,2018-11-21,Daurismo,
,2018-11-20,Prescribing Information and Pregnancy and Lactation Labeling,See CRL text
,2018-11-20,Gamifant,
,2018-11-16,Aemcolo,
,2018-11-09,Yupelri,
,2018-11-09,Acetaminophen Injection,See CRL text
,2018-11-02,Study 3001,See CRL text
,2018-11-02,Lorbrena,
,2018-10-24,Xofluza,
,2018-10-19,Cefazolin for Injection USP,See CRL text
,2018-10-16,Talzenna,
,2018-10-05,Barhemsys (amisulpride) injection,See CRL text
,2018-10-05,Revcovi,
,2018-10-05,Tegsedi,
,2018-10-02,Nuzyra,
,2018-10-01,Seysara,
,2018-09-28,Libtayo,
,2018-09-27,Vizimpro,
,2018-09-27,Emgality,
,2018-09-24,Copiktra,
,2018-09-14,Ajovy,
,2018-09-13,Lumoxiti,
,2018-09-12,"Macleods Pharmaceuticals Limited, India",See CRL text
,2018-08-30,Pifeltro,
,2018-08-27,Xerava,
,2018-08-24,Welchol (colesevelam) chewable bar,See CRL text
,2018-08-23,Takhzyro,
,2018-08-22,Oxervate,
,2018-08-20,Diacomit,
,2018-08-10,Onpattro,
,2018-08-10,Galafold,
,2018-08-10,Annovera,
,2018-08-08,Poteligeo,
,2018-07-31,Mulpleta,
,2018-07-27,Omegaven,
,2018-07-25,Dyanavel XR (amphetamine) extended-release tablets 5 mg,See CRL text
,2018-07-24,Dr,See CRL text
,2018-07-23,Orilissa,
,2018-07-20,Cocaine Hydrochloride Topical Solution,See CRL text
,2018-07-20,Krintafel,
,2018-07-20,Tibsovo,
,2018-07-13,Tpoxx,
,2018-06-27,Mektovi,
,2018-06-27,Braftovi,
,2018-06-26,Unknown,See CRL text
,2018-06-25,Zemdri,
,2018-06-25,Epidiolex,
,2018-06-25,Prescribing,See CRL text
,2018-06-15,Prescribing Information and Pregnancy and Lactation Labeling,See CRL text
,2018-06-15,Unknown,See CRL text
,2018-06-13,[drug marketed without a proprietary name],
,2018-06-11,Unknown,See CRL text
,2018-05-31,Olumiant,
,2018-05-25,Kanjinti (ABP 980),See CRL text
,2018-05-24,Palynziq,
,2018-05-23,ANJESO (meloxicam) injection,See CRL text
,2018-05-21,Doptelet,
,2018-05-18,Lokelma,
,2018-05-17,Aimovig,
,2018-05-17,Unknown,See CRL text
,2018-05-16,Lucemyra,
,2018-05-15,Unknown,See CRL text
,2018-05-10,Theragrastim,See CRL text
,2018-04-26,Cyclophosphamide Solution,See CRL text
,2018-04-20,Trazimera,See CRL text
,2018-04-19,Akynzeo,
,2018-04-17,Crysvita,
,2018-04-17,Tavalisse,
,2018-03-30,CT-P6,See CRL text
,2018-03-23,SB4,See CRL text
,2018-03-22,Unknown,See CRL text
,2018-03-20,Ilumya,
,2018-03-19,Daptomycin for Injection,See CRL text
,2018-03-13,"Macleods Pharmaceuticals Limited, India",See CRL text
,2018-03-06,Trogarzo,
,2018-02-28,CT-P10,See CRL text
,2018-02-22,Bortezomib for Injection,See CRL text
,2018-02-14,Erleada,
,2018-02-12,Symdeko,
,2018-02-07,Biktarvy,
,2018-01-26,Lutathera,
,2018-01-19,BRIXADI (buprenorphine extended-release) injection for subcu,See CRL text
,2017-12-22,"AFT Pharmaceuticals, Ltd",See CRL text
,2017-12-21,Unknown,See CRL text
,2017-12-21,Giapreza,
,2017-12-20,Macrilen,
,2017-12-19,Steglatro,
,2017-12-18,Rhopressa,
,2017-12-11,Xepi,
,2017-12-06,Injection,See CRL text
,2017-12-05,Ozempic,
,2017-11-16,Hemlibra,
,2017-11-15,Mepsevii,
,2017-11-14,Fasenra,
,2017-11-08,Prevymis,
,2017-11-03,Bortezomib for Injection,See CRL text
,2017-11-02,Vyzulta,
,2017-10-31,Calquence,
,2017-10-26,Fulvestrant Injection,See CRL text
,2017-10-20,Unknown,See CRL text
,2017-10-11,DSUVIA (sufentanil sublingual tablet),See CRL text
,2017-09-28,Acetaminophen Injection in the PAB Container,See CRL text
,2017-09-28,Verzenio,
,2017-09-26,Prescribing,See CRL text
,2017-09-15,Solosec,
,2017-09-14,Aliqopa,
,2017-09-01,Unknown,See CRL text
,2017-08-29,Vabomere,
,2017-08-29,[drug marketed without a proprietary name],
,2017-08-28,Unknown,See CRL text
,2017-08-17,Besponsa,
,2017-08-03,Mavyret,
,2017-08-01,Idhifa,
,2017-07-28,Jornay PM (methylphenidate hydrochloride) Modified,See CRL text
,2017-07-18,Vosevi,
,2017-07-17,Nerlynx,
,2017-07-13,Unknown,See CRL text
,2017-07-13,Tremfya,
,2017-07-10,DEXTENZA (dexamethasone ophthalmic insert),See CRL text
,2017-06-23,Bevyxxa,
,2017-06-19,Baxdela,
,2017-06-09,CHS-1701,See CRL text
,2017-06-02,"Romidepsin Injection, solution",See CRL text
,2017-06-02,Implantable System for Remodulin (treprostinil),See CRL text
,2017-05-23,Sun Pharmaceutical Industries Limited,See CRL text
,2017-05-22,Kevzara,
,2017-05-05,Unknown,See CRL text
,2017-05-05,Radicava,
,2017-05-01,Imfinzi,
,2017-04-28,Tymlos,
,2017-04-28,Rydapt,
,2017-04-28,Alunbrig,
,2017-04-27,Brineura,
,2017-04-26,Bortezomib for Injection,See CRL text
,2017-04-11,Ingrezza,
,2017-04-03,Austedo,
,2017-03-28,Dupixent,
,2017-03-28,Ocrevus,
,2017-03-27,Zejula,
,2017-03-24,Unknown,See CRL text
,2017-03-23,Bavencio,
,2017-03-23,Symproic,
,2017-03-22,Elepsia XR (levetiracetam) extended-release tablets,See CRL text
,2017-03-21,Xadago,
,2017-03-13,Kisqali,
,2017-02-28,Xermelo,
,2017-02-17,Naloxone Nasal Spray,See CRL text
,2017-02-15,Siliq,
,2017-02-09,Emflaza,
,2017-02-07,Parsabiv,
,2017-02-01,Injection,See CRL text
,2017-01-19,Trulance,
,2017-01-11,Ozobax (baclofen oral solution) is,See CRL text
,2016-12-23,Spinraza,
,2016-12-23,Primatene Mist (epinephrine inhalation aerosol),See CRL text
,2016-12-19,Xelpros,See CRL text
,2016-12-19,Rubraca,
,2016-12-14,Eucrisa,
,2016-11-23,Unknown,See CRL text
,2016-11-15,Acetaminophen Injection,See CRL text
,2016-10-21,Zinplava,
,2016-10-19,Lartruvo,
,2016-10-07,Unknown,See CRL text
,2016-09-30,Prescribing,See CRL text
,2016-09-19,Exondys 51,
,2016-09-15,Medical Research,See CRL text
,2016-08-30,Xeglyze (abametapir) Lotion,See CRL text
,2016-07-27,Adlyxin,
,2016-07-21,Prescribing,See CRL text
,2016-07-11,Xiidra,
,2016-06-28,Epclusa,
,2016-06-24,Avaclyr (acyclovir ophthalmic ointment) 3,See CRL text
,2016-06-24,LA-EP2006,See CRL text
,2016-06-22,Sun Pharma Global FZE,See CRL text
,2016-06-01,Romidepsin Injection,See CRL text
,2016-06-01,Netspot,
,2016-05-27,Zinbryta,
,2016-05-27,Ocaliva,
,2016-05-27,Axumin,
,2016-05-18,Tecentriq,
,2016-05-10,ZTlido (lidocaine patch 1,See CRL text
,2016-05-06,Unknown,See CRL text
,2016-05-04,EH15031 shows slower reconstitution time relative to previou,See CRL text
,2016-04-29,Nuplazid,
,2016-04-28,Amphora (lactic acid 1,See CRL text
,2016-04-15,"Chiasma, Inc",See CRL text
,2016-04-11,Venclexta,
,2016-03-30,Defitelio,
,2016-03-23,Cinqair,
,2016-03-22,Taltz,
,2016-03-18,Anthim,
,2016-03-10,Injection,See CRL text
,2016-02-18,Briviact,
,2016-01-28,Zepatier,
,2015-12-22,Zurampic,
,2015-12-21,Uptravi,
,2015-12-15,Bridion,
,2015-12-11,Alecensa,
,2015-12-09,"Ablysinol (Dehydrated Alcohol Injection, USP)",See CRL text
,2015-12-08,Kanuma,
,2015-11-30,Empliciti,
,2015-11-24,Portrazza,
,2015-11-24,Sun Pharmaceutical Industries Limited,See CRL text
,2015-11-20,Ninlaro,
,2015-11-16,Darzalex,
,2015-11-13,Tagrisso,
,2015-11-10,Cotellic,
,2015-11-05,Genvoya,
,2015-11-04,Nucala,
,2015-10-23,Yondelis,
,2015-10-23,Strensiq,
,2015-10-21,Veltassa,
,2015-10-16,Praxbind,
,2015-10-05,Aristada,
,2015-09-25,Tresiba,
,2015-09-23,Elepsia XR (levetiracetam) extended-release tablets,See CRL text
,2015-09-22,Lonsurf,
,2015-09-17,Vraylar,
,2015-09-04,Xuriden,
,2015-09-01,Varubi,
,2015-08-27,Repatha (evolocumab),See CRL text
,2015-08-27,Repatha,
,2015-08-18,Addyi,
,2015-07-30,Xelpros (latanoprost ophthalmic emulsion) 0,See CRL text
,2015-07-24,Odomzo,
,2015-07-24,Praluent,
,2015-07-24,Daklinza,
,2015-07-10,Rexulti,
,2015-07-07,Entresto,
,2015-07-02,Orkambi,
,2015-06-22,Kengreal,
,2015-05-29,"GP Pharm, S",See CRL text
,2015-05-27,Viberzi,
,2015-04-29,Kybella,
,2015-04-15,Corlanor,
,2015-03-17,Cholbam,
,2015-03-10,Unituxin,
,2015-03-06,Cresemba,
,2015-02-27,Unknown,See CRL text
,2015-02-27,Acetaminophen,See CRL text
,2015-02-25,Avycaz,
,2015-02-23,Farydak,
,2015-02-13,Lenvima,
,2015-02-03,Ibrance,
,2015-01-30,Nocdurna,See CRL text
,2015-01-23,Natpara,
,2015-01-21,Cosentyx,
,2015-01-08,Savaysa,
